type; ID; name; ID2; data; FR;GB
STR#;10016;Textes d'erreurs;5;;Le fichier «^0» est introuvable ! Il est peut-être ouvert par une autre application… \n  code erreur = ^1;"The file ""^0"" is probably absent! It may also be used by another application…\n  error code  = ^1"
STR#;10016;Textes d'erreurs;6;;Il n'est pas possible d'ouvrir un script de finale alors que je réfléchis sur une position. Veuillez interrompre ma réflexion, puis réouvrir le fichier.;I'm not able to open an endgame script when I'm already thinking on a position. Please interrupt my reflexion, then reopen the file.
STR#;10016;Textes d'erreurs;7;;pseudo inconnu : ;unknown pseudo : 
STR#;10016;Textes d'erreurs;8;;tournoi inconnu : ;unknown tournament : 
STR#;10016;Textes d'erreurs;9;;doublon : ;duplicate : 
STR#;10016;Textes d'erreurs;10;;partie complétée :-);game completed :-)
STR#;10016;Textes d'erreurs;11;;incomplète : ;incomplete : 
STR#;10016;Textes d'erreurs;12;;problème sur la longueur de la partie : ;problem for the length of the game : 
STR#;10016;Textes d'erreurs;13;;Export : ^0 parties…;Export : ^0 games…
STR#;10016;Textes d'erreurs;14;;### ligne impossible : ;### impossible line : 
STR#;10016;Textes d'erreurs;15;;Fichier non reconnu : ;Unknown format : 
STR#;10016;Textes d'erreurs;16;;joueurs dans le fichier =  ;players in the file =  
STR#;10016;Textes d'erreurs;17;;La séquence en cours ne part pas de la position initiale.;The current sequence does not start from the initial position.
STR#;10016;Textes d'erreurs;18;;Vous ne pourrez donc pas l'utiliser pour trouver une partie dans la base WThor (je suis désolé).;You won't be able to use it to load games from the WThor database (sorry).
STR#;10016;Textes d'erreurs;19;;Je n'arrive pas à coller le contenu du presse-papier.;I cannot paste the content of the clipboard.
STR#;10016;Textes d'erreurs;20;;Vous avez modifié à la main l'arbre de jeu !;You've just edited the game tree!
STR#;10016;Textes d'erreurs;21;;IN NO EVENT SHALL CASSIO OR ANY OTHER CONTRIBUTOR BE LIABLE FOR ANY CLAIM, DAMAGES OR OTHER LIABILITY, WHETHER IN AN ACTION OF CONTRACT, TORT OR OTHERWISE, ARISING FROM, OUT OF OR IN CONNECTION WITH THE EDITION OF THE GAME TREE OR ITS SUBSEQUENT USE :-);IN NO EVENT SHALL CASSIO OR ANY OTHER CONTRIBUTOR BE LIABLE FOR ANY CLAIM, DAMAGES OR OTHER LIABILITY, WHETHER IN AN ACTION OF CONTRACT, TORT OR OTHERWISE, ARISING FROM, OUT OF OR IN CONNECTION WITH THE EDITION OF THE GAME TREE OR ITS SUBSEQUENT USE :-)
STR#;10016;Textes d'erreurs;22;;Souhaitez-vous redresser la position initiale ?;Do you want to rectify the initial position ?
STR#;10016;Textes d'erreurs;23;;La position initiale de cette partie est inversée par rapport à la position standard d'othello. Cliquez sur 'Oui' pour faire une symétrie qui ramène à de l'othello normal.;The initial position of this game is a mirror of the standard Othello initial position. Click 'Yes' to execute a symetry which leads back to standard Othello.
STR#;10017;;0;;Textes base;Textes base
STR#;10017;Textes base;1;;nb parties dans la base : ^0;nb of games in the database : ^0
STR#;10017;Textes base;2;;Partie n° ^0;game # ^0
STR#;10017;Textes base;3;;chargement des joueurs et des tournois…;loading tournaments and players…
STR#;10017;Textes base;4;;analyse des joueurs…;analysing players…
STR#;10017;Textes base;5;;analyse des tournois…;analysing tournaments…
STR#;10017;Textes base;6;;tri des parties…;sorting games…
STR#;10017;Textes base;7;;lecture de l'index des Noirs…;reading Black index…
STR#;10017;Textes base;8;;lecture de l'index des Blancs…;reading White index…
STR#;10017;Textes base;9;;lecture de l'index des ouvertures…;reading opening index…
STR#;10017;Textes base;10;;lecture :;loading :
STR#;10017;Textes base;11;;Stop !;Stop !
STR#;10017;Textes base;12;;Abandon;Give up
STR#;10017;Textes base;13;;…dont ^0 en ^1;including ^0 in ^1
STR#;10017;Textes base;14;;…dont ^0 après ^1;including ^0 after ^1
STR#;10017;Textes base;15;;…dont ^0 avant ^1;including ^0 before ^1
STR#;10019;;0;;Textes impression;Textes impression
STR#;10019;Textes impression;1;;Réglez les paramètres des diagrammes pour le presse-papier :;Choose the parameters for the clipboard diagrams :
STR#;10019;Textes impression;2;;Réglez les paramètres des diagrammes pour l'impression :;Choose the parameters for the printed diagrams :
STR#;10019;Textes impression;3;;Après ^0;After ^0
STR#;10019;Textes impression;4;;nb de pages : ^0;# of pages : ^0
STR#;10019;Textes impression;5;;page ^0;page ^0
STR#;10019;Textes impression;6;;Impression de «^0»;printing «^0»
STR#;10019;Textes impression;7;;Position : ^0;Position : ^0
STR#;10019;Textes impression;8;;Diagramme : ^0;Diagram : ^0
STR#;10019;Textes impression;9;;Statistiques : ^0;Statistics : ^0
STR#;10019;Textes impression;10;;Liste : ^0;List : ^0
STR#;10019;Textes impression;11;;Bibliothèque : ^0;Library: ^0
STR#;10019;Textes impression;12;;Feuille de notation : ^0;Tournament Sheet : ^0
STR#;10019;Textes impression;13;;Pour annuler, tapez Escape ou -point (.).;To cancel, type Escape ou -point (.).
STR#;10020;;0;;Textes divers;Textes divers
STR#;10020;Textes divers;1;;Nom de la partie :;Name of the game :
STR#;10020;Textes divers;2;;sans titre;untitled
STR#;10020;Textes divers;3;;Préférences ^0;Preferences ^0
STR#;10020;Textes divers;4;;Nom de l'arbre de jeu :;Name of the game tree :
STR#;10020;Textes divers;5;;Couleur de l'othellier :;Choose the board color :
STR#;10020;Textes divers;6;;note to Cassio translators : do *not* change the following string, leave it in french;note to Cassio translators : do *not* change the following string, leave it in french
STR#;10020;Textes divers;7;;version normale;version normale
STR#;10020;Textes divers;8;;Commentaires;Commentary
STR#;10020;Textes divers;9;;Commentaires de ;Commentary for 
STR#;10020;Textes divers;10;;Choisissez un répertoire avec des parties;Choose a folder with games files
STR#;10020;Textes divers;11;;Nom du fichier d'export ?;Name of the export file ?
STR#;10020;Textes divers;12;;Nombre de positions dans la bibliothèque de Zebra : ^0;Zebra's opening book contains ^0 positions
STR#;10020;Textes divers;13;;Trouvez le fichier modèle HTML :;Find the HTML template:
STR#;10020;Textes divers;14;;Erreur de syntaxe : attribut illisible ?!?;Syntax error : unrecognizable property ?!?
STR#;10020;Textes divers;15;;ERREUR, attribut non trouvé dans l'arbre de jeu :;ERROR, property not found in the game tree :
STR#;10020;Textes divers;16;;Attribut détruit dans l'arbre de jeu :;Property deleted from the game tree :
STR#;10020;Textes divers;17;;Attribut ajouté à l'arbre de jeu :;Property added to the game tree :
STR#;10021;;0;;Textes nouveau format;Textes nouveau form
STR#;10021;Textes nouveau format;1;;Erreur durant la lecture du fichier des joueurs ! (codeErreur=^0);An error occured while reading the players file ! (codeErreur=^0)
STR#;10021;Textes nouveau format;2;;Erreur durant la lecture du fichier des tournois ! (codeErreur=^0);An error occured while reading the tournament file ! (codeErreur=^0)
STR#;10021;Textes nouveau format;3;;Nom de la base à créer ?;Name of the database to create ?
STR#;10021;Textes nouveau format;4;;Une base de ce nom existe déjà !;There is already a database with that name !
STR#;10021;Textes nouveau format;5;;Nom du fichier à créer ?;Name of the file to create ?
STR#;10021;Textes nouveau format;6;;THOR.PAR;THOR.PAR
STR#;10021;Textes nouveau format;7;;Impossible de sauvegarder plus de 500 parties dans un fichier THOR.PAR !;Impossible to save more than 500 games in a THOR.PAR file !
STR#;10022;;0;;Textes transcript;Textes transcript
STR#;10022;Textes transcript;1;;Coup manquant : ;Missing move : 
STR#;10022;Textes transcript;2;;Coups manquants : ;Missing moves : 
STR#;10022;Textes transcript;3;;Suggestion:;Suggestion:
STR#;10022;Textes transcript;4;;fait ;is 
STR#;10023;;0;;Textes problèmes de coin;Textes problèmes de coin
STR#;10023;Textes problèmes de coin;1;;Noir prend un coin en ^0 coups;Black to take a corner in ^0 moves
STR#;10023;Textes problèmes de coin;2;;Blanc prend un coin en ^0 coups;White to take a corner in ^0 moves
STR#;10023;Textes problèmes de coin;3;;Solution = ^0;Solution = ^0
STR#;10023;Textes problèmes de coin;4;;Pas de puzzle de prise de coin pour Noir entre ^0 et ^1 coups;No corner puzzle for Black in ^0 to ^1 moves
STR#;10023;Textes problèmes de coin;5;;Pas de puzzle de prise de coin pour Blanc entre ^0 et ^1 coups;No corner puzzle for White in ^0 to ^1 moves
STR#;10023;Textes problèmes de coin;6;;Noir peut déjà prendre un coin !;Black can already take a corner!
STR#;10023;Textes problèmes de coin;7;;Blanc peut déjà prendre un coin !;White can already take a corner!
STR#;10023;Textes problèmes de coin;8;;Noir a plusieurs solutions pour prendre un coin en ^0 coups : ;Black has several possibilities to take a corner in ^0 moves: 
STR#;10023;Textes problèmes de coin;9;;Blanc a plusieurs solutions pour prendre un coin en ^0 coups : ;White has several possibilities to take a corner in ^0 moves: 
STR#;10023;Textes problèmes de coin;10;;Noir en ^0 coups;Black in ^0 moves
STR#;10023;Textes problèmes de coin;11;;Blanc en ^0 coups;White in ^0 moves
STR#;10023;Textes problèmes de coin;12;;Noir a déjà un coin !;Black has already taken a corner!
STR#;10023;Textes problèmes de coin;13;;Blanc a déjà un coin !;White has already taken a corner!
STR#;10024;;0;;Textes regression;Textes regression
STR#;10024;Textes regression;1;;score théorique ^0;theoretical score ^0
STR#;10024;Textes regression;2;;, estimé à ^0 par Edmond;, estimated at ^0 by Edmond
STR#;10024;Textes regression;3;;, estimé à ^0 par Cassio;, estimated at ^0 by Cassio
STR#;10024;Textes regression;4;;, estimé à ^0 par le vieux Cassio;, estimated at ^0 by the old Cassio
STR#;10024;Textes regression;5;;score théorique = ^0;theoretical score = ^0
STR#;10024;Textes regression;6;;, score final = ^0;, final score = ^0
STR#;10024;Textes regression;7;;score ouverture = ^0;opening score = ^0
